 0.8181818 0.5384615 1 1 1 0.3846154 0.5384615 0.875 0.8333333 1 0.5 1 0.8571429 0.5 0.4615385 1 1 1 0.5384615 1 1 0.5 1 0.75 0.75 0.5 1 1 0.4285714 0.6153846 0.5714286 0.5384615 0.4615385 0.7777778 1 0.4615385 1 1 1 0.5555556 1 1 0.8 0.1538462 1 0.6666667 0.7142857
 0.5 0 0.5 0.5 0.5 0 0 0.5 0 0 1 0.5 1 1 0 0.5 0.5 0.5 0 1 0.5 0.6666667 0.5 0.5 0.5 0 0.5 0.5 0 0.5 0.5 0.25 0.5 0 1 0 0.5 0 1 0.5 0.25 0 1 0 0.5 0.5 0.25
 1 0 0.5 0 0.5 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0 0.5 0.5 0 0 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0 0 0 0.5 0 0 0 0.5 0.5 0 0 0.5 0 0.5 0.5 0.5
 0.8181818 0.4545455 1 0.5 1 0.3636364 0.2727273 0.5 0.7142857 1 1 1 1 1 0.3636364 1 1 1 0.4545455 0.5 1 0.5 1 1 1 0.5714286 1 0.5 0.5 0.6363636 0.9090909 0.7272727 0.3636364 0.3333333 1 0 0.5 0.5 1 0.8181818 0.75 0 1 0.5454545 0.5 0.8888889 1
 0.6666667 0.1176471 0.3333333 0.8333333 1 0 0 0.875 0.6923077 0.4285714 1 1 0.8888889 1 0 0.7 1 1 0 1 1 0.5625 1 1 0.5 0.3846154 0.5 1 0.3636364 0.5 0.6363636 0.1176471 0.1764706 0.2222222 0.5 0 1 0.5 1 0.7692308 0.5714286 0.1428571 0.8888889 0.1764706 1 1 0.5454545
 0.6363636 0 1 0.5 1 0 0 0 0.8571429 0 1 1 1 1 0 0.8 1 1 0 0.5 1 0.4 1 1 0.75 0.4285714 0.5 0.5 0.0909091 0.3636364 0.5 0.1818182 0 0.3333333 1 0 0.5 0.5 1 0.5454545 0.875 0 1 0.2727273 0.5 0.5555556 1
 0.9333333 0.3529412 1 0.8333333 1 0.0588235 0 1 0.9230769 0.7142857 1 1 1 1 0 0.9 1 1 0 1 1 0.8125 1 1 0.75 0.4615385 0.75 1 0.2727273 0.8823529 0.8181818 0.5 0.1764706 0.4444444 1 0 1 0.5 1 1 0.7142857 0.5714286 1 0.2941176 1 1 0.9090909
 1 0.5882353 1 0.3333333 1 0.2941176 0.4705882 1 0.7692308 0.4285714 1 1 1 1 0.2941176 0.6 1 1 0.4705882 0.5 1 0.875 0.75 1 1 0.5384615 0.5 1 0.6363636 0.8235294 1 0.8235294 0.5 0.3333333 1 0 0.6666667 0.5 1 1 0.7142857 0.2857143 1 0.4117647 1 1 0.8181818
 0.7142857 0.5555556 0.5 1 1 0 0.4444444 0.7142857 1 0.4285714 0.5 0.5 0.6666667 0.5 0 1 1 0.5 0.2222222 1 0.5 0.7777778 1 1 0.5 0.2222222 1 1 0.6666667 0.7777778 0.6666667 0.5555556 0.6666667 0.5 0.5 0 1 0.625 0.5 0.8 0.6666667 0.8571429 1 0 1 0.8333333 0.3333333
 0.1666667 0 0.6666667 0.5 0.5 0 0 0.5 0 0.5 1 0.5 0.75 1 0 0.8 0.5 1 0 0.5 1 0.4 1 0.5 0 0 0 0.5 0 0.5 0 0 0 0.5 0.5 0 0.5 0.5 1 0.3333333 0.8 0.5 0.5 0 0.5 0.5 0.1666667
 1 1 1 1 1 0.5882353 1 1 1 1 1 1 1 1 0.5882353 1 1 1 0.7647059 1 1 1 1 1 1 0.5384615 1 1 1 1 1 1 1 1 1 0.5 1 0.875 1 1 1 1 1 0.7058824 1 1 1
 1 0 0.5 0 0.5 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0 0.5 0.5 0 0 0.5 0.5 0 0.5 1 0.5 0 0.5 0 0.3333333 0 0.5 0 0.5 0 0.5 0.5 0 0 0.5 0 0.5 0.5 0
 0.3333333 0.375 0.5 1 0 0 0.375 0.3333333 0.625 0.5714286 0.5 0.5 1 0.5 0 0.8 0 0.5 0 1 0.5 0.75 1 0 0.5 0 1 1 0.5 0.5 0.5 0.5 0.5 0.375 0.5 0.125 1 0.5 0.5 0.75 0.5 0.5714286 0.5 0 1 0.8 1
 0 0 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0.5 0.5 0.5 0 0 0.5 1 0 0.5 0.5 0
 0.3076923 0 1 0.5 1 0 0 0.3333333 0.6666667 0.3333333 1 1 1 1 0 0.6666667 1 1 0 0.5 1 0.25 0.75 1 0.5 0.4444444 0.5 0.5 0.1818182 0.2307692 0.4545455 0 0 0.2 0.6666667 0 0.5 0.25 1 0.5 0.5 0 0.8888889 0.0769231 1 0.5454545 0.5555556
 0.25 0.2142857 1 1 1 0 0.2142857 0.2857143 0.4 0.5714286 1 0.5 0.8333333 1 0 0.7 1 0.3333333 0 1 0.5 0.5384615 1 0.5 0 0 0.75 1 0.25 0.4285714 0.125 0.2857143 0.2857143 0.3333333 0.2 0 1 0.5 1 0.5 0.5 0.4285714 0.5 0 1 0.4444444 0.375
 0.8 0.2857143 0.5 1 0.5 0 0.2857143 0.8 1 0.4285714 0.5 0.5 1 0.5 0 1 0.5 0.5 0.1428571 1 0.5 0.8571429 1 0.5 0.5 0 1 1 1 0.8571429 1 0.4285714 0.7142857 0.1428571 0.5 0 1 0.4285714 0.5 1 0.5714286 0.5 0.5 0 1 1 0.5
 0 0 0.3333333 0.5 0.5 0 0 0 0.2 0.5 1 0 0.4285714 1 0 0.8 0.5 0.8 0 0.5 1 0.375 1 0.3333333 0 0.2 0 0.5 0 0.1111111 0 0 0 0 0.5 0 0.5 0.5 0 0.1111111 0.5 0.5 0.5 0.1111111 0.5 0.2857143 0.1111111
 0.8666667 0.6470588 1 1 1 0.3529412 0.5882353 1 1 1 1 1 1 1 0.2941176 1 1 1 0.5882353 1 1 0.8125 1 1 0.625 0.8461538 1 1 0.4545455 0.8235294 0.7272727 0.7058824 0.5882353 1 1 0.2941176 1 1 1 0.9230769 1 1 0.8888889 0.5 1 1 1
 0 0 0.5 1 0.5 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0.5 0 0 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0 0 0 0.5 0 0.5 0 0.5 0 0 0 0.5 0 0.5 0 0.5
 0.3333333 0 1 0.6666667 0 0 0 0.2857143 0.5 0.25 0.5 1 0.875 0.5 0 0.6 1 1 0 0.5 1 0.25 0.8 0.75 0.6666667 0.3333333 0.5 0.5 0.1111111 0 0.4444444 0 0 0.1666667 0.5 0 0.5 0.2 0.5 0.4545455 0.5555556 0 0.7142857 0 1 0.5 0.7142857
 0.4444444 0 1 1 0.5 0 0 0 0.8571429 0 1 1 1 1 0 0.7142857 0.5 1 0 1 1 0.4 1 1 0.5 0.2857143 0.75 0.5 0 0.4545455 0 0.0909091 0.1818182 0.6666667 0.8333333 0 1 0 1 0.4444444 0.625 0.5 0.8888889 0 0.5 0.2857143 0.5
]
