 0.1666667 0 0.5 0.5 0 0 0 0.5 0.5 0.3333333 0.5 0 1 1 0 0.3333333 0.6666667 0.1666667 0.8333333 0.2 1 0 0 0.5 0 0 0 0.5 0.5 0.5 0 0 0.5 0 0 0 0.5 0.5 0 0 0.3333333 0.6666667
 0.3333333 0.4 0.5 0.625 0.7 0 0.5 1 1 0.4285714 1 0.4 1 0.5 0.25 1 0.625 0.4166667 0.8 0.625 1 0 0.2857143 1 0.5 0.25 0 1 1 0.5 0 0.0833333 0.3333333 0 0.5 0 0.75 0 0 0.6363636 0.5555556 0.7142857
 0.4166667 1 1 1 0.9090909 0 0.8666667 1 1 0.9 1 1 1 1 0.9333333 1 0.875 0.5714286 0.9230769 0.5 1 0.3333333 1 1 0.75 0.5 0.1333333 1 1 1 0.2666667 0.4 1 0 0.6666667 0 1 1 0 1 1 1
 1 1 1 1 1 0.5333333 1 1 1 1 1 1 1 1 0.8666667 1 1 0.7857143 0.9230769 0.9 1 0.8666667 0.8 1 1 0.8666667 0.5 1 1 1 0.8 1 1 0.6666667 1 0.7333333 1 1 0.4666667 1 1 1
 1 0.5 0.5 0.5 0 0 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0 0.5 0 0 1 0 0.5 0 0 0.5 0 0 0 0.5 0 0.5 0 0 0.5 0 0 0 0.5 0.5 0 0 1 0.5
 1 0.5 0.5 0.5 0 0 0 0.5 0.5 0 0.5 0.3333333 0.5 0.5 0 0.5 0 0 0.6666667 0 0.5 0 0 0.5 0 0 0 1 0.5 0.5 0 0 0 0 0 0 0.5 0.5 0 0.6666667 0.6666667 0.5
 0 1 0 0.5 0 0 0 0.5 0.5 0 0.5 0.5 0 1 1 1 0.5 0.5 1 0 0.5 0 1 0.5 0.5 0 0 0.5 0.5 0.5 0 0 0.5 0 0.5 0 0.5 0.5 0 1 0 0.5
 0.4166667 1 1 1 1 0.1333333 0.8666667 1 1 1 1 1 1 1 0.8666667 1 1 0.7857143 0.9230769 0.9 1 0.4 1 1 1 0.7333333 0.2 1 1 1 0.5 0.6 1 0 1 0.2 1 1 0.0666667 1 1 1
 0.5 1 1 1 0.7272727 0 0.7333333 1 1 0.8 1 0.4 1 1 0.6 1 0.625 0.7857143 0.8461538 0.7 1 0.3333333 0.7 1 0.9166667 0.6 0 1 1 1 0.4 0.5 0 0 0.5 0.3333333 1 0 0 0.9285714 0.9166667 1
 0.5 0.5 0.5 0.5 0 0 0.3333333 0.5 0.5 0.3333333 0.5 0 1 0.5 0 0.5 0 0 0.3333333 0 0.5 0 0 0.5 0.6666667 0 0 0.5 1 0.5 0 1 0.5 0 0.3333333 0 0.5 0 0 1 0.6666667 0.5
 0.8333333 1 1 1 1 0.6666667 1 1 1 1 1 1 1 1 1 1 1 0.7857143 1 1 1 1 1 1 1 1 0.3333333 1 1 1 1 1 1 0.5 1 1 1 1 0.4 1 1 1
 1 0.5 0.5 1 0.5 0 0.5 0.5 0.5 1 0.5 0.8 1 0.5 0.3333333 0.5 0.6666667 0 0.6666667 0.3333333 1 0.1666667 0.5 1 0.5 0.3333333 0 1 1 0.5 0 0.5 0.6666667 0 0.5 0 1 0 0 0.6 1 1
 0.5833333 1 1 1 1 0.2 0.9333333 1 1 1 1 1 1 1 1 1 1 0.7857143 0.9230769 1 1 0.8666667 1 1 1 1 0.2666667 1 1 1 0.8 0.6666667 1 0 1 0.5 1 1 0.1333333 1 1 1
 0.125 0.6 0.5 0.375 0.3333333 0 0.375 1 1 0.75 1 0 0.5 0.5 0 1 0.25 0 0.8333333 0.25 0.6666667 0 0.6666667 0.5 0.25 0 0 0.5 0.5 0.5 0 0 0.5 0 0 0 0.5 0.5 0 0 0.8 0.5714286
 0.5 0.5 0.5 0.5 0 0 1 0.5 0.5 1 0.5 1 1 0.5 0 0.5 1 0 0 0 0.5 0 0 0.5 1 0 0 0.5 0.5 0.5 0 1 1 0 1 0 0.5 0.5 0 0.5 1 0.5
 0.5833333 1 1 1 1 0.4666667 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5333333 1 1 1 0.9333333 1 1 0.6 1 0.8666667 1 1 0.5 1 1 1
 0.3333333 1 0 0.8 0.4 0 0.7142857 1 1 0.6666667 1 0.5 0.5 1 0.1428571 1 0.5714286 0.5384615 0.9166667 0.3333333 1 0 0.7777778 1 0.3636364 0 0 1 0.3333333 0 0 0.0714286 0 0 0.4 0 1 0.5 0 0.5 0.7272727 1
 0.1111111 0.5 1 0.2857143 0.125 0 0.1666667 1 0.5 0.3 1 0 1 1 0.1666667 0.8333333 0.2 0.1818182 0.4 0.1428571 0.5 0.0833333 0.2 0.6666667 0.4444444 0 0 0 0.3333333 1 0 0.0833333 0.3333333 0 0 0 0.2 0 0 0.2727273 0.5 0.2
 0 0.4 0.5 0.2857143 0.4 0 0.1428571 1 1 0.5 1 0.5 0.5 0.5 0 1 0.6666667 0.1428571 1 0.3333333 0.5 0 0.6666667 0.3333333 0.2857143 0 0 0.5 0.5 0.5 0 0 0.5 0 0 0 0.4285714 0.5 0 0 0.8 0.5
]
