 1 1 1 1 1 0.5 1 1 0.7857143 1 1 1 0.9090909 1 0.6666667 1 0.7142857 1 0.9285714 0.7142857 1 0.9230769 1 1 1 1 1 0.75 1 1 1 0.9285714 0.5 0.7857143 1 0.9285714 1 1 1 1 0.6666667 1 0.9285714
 1 1 0.9 1 1 0.2857143 1 1 0.7142857 1 1 1 0.3636364 1 0.8333333 1 0.6428571 1 0.7142857 0.5714286 1 1 1 1 1 1 0.5 1 1 1 1 0.7142857 0.2142857 0.5 1 0.5 1 1 0.8571429 1 1 1 0.5714286
 0.5 1 0.5 0.5 1 0 0.5 0.5 1 0.5 0.5 0.5 0 0.5 0 1 0 0 0 0 0 0.5 0.5 1 0 1 1 0.5 0.5 1 0.5 1 0 0 0.5 0 0.5 0 0 0.5 0.5 0.5 1
 1 1 0.8 0.8888889 1 0.4285714 1 1 0.6428571 1 1 1 0.6363636 1 0.5833333 1 0.5 1 0.5714286 0.6428571 0.5 0.7692308 1 1 0 0.8571429 0.4166667 0.75 1 1 1 0.5 0.0714286 0.5 1 0.5 1 1 0.9285714 1 0.6666667 1 0.5714286
 0.5 0.3333333 0 0.1666667 0.5 0 0 0 0 1 1 0.5 0.1666667 0.75 0.1428571 0.5 0 0.5 0 0 0.5 0.1428571 0.5 0.2857143 0.5 0 0 0.5 0 0 0.1666667 0 0 0 0.5 0 0.5 0.1428571 0.2857143 0.5 0 0.5 0
 1 0.7777778 0.3333333 0.375 0.6 0 1 0.4166667 0.0769231 0.5 1 0.5 0.0909091 1 0.3636364 1 0.1538462 0.5 0 0.3076923 0.5 0.5833333 0.5 0.5384615 0 0.0769231 0.0833333 0.3333333 1 0.8333333 0.6666667 0.0769231 0 0 1 0 0.8571429 0.5 0.2307692 1 0 1 0.0769231
 1 0.6666667 0.5 0.3333333 1 0 1 0.6923077 0.5 0.6666667 1 1 0.1818182 1 0.4166667 1 0.5 1 0.5 0.5714286 0.5 0.6923077 1 0.8461538 0 0.4285714 0.25 0.5 1 1 0.8888889 0.2857143 0 0.1428571 1 0.0714286 0.7142857 0.7692308 0.5 1 0 1 0.0714286
 1 0 0.5 1 0 0 0.5 0 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0 0 1 0 0.5 0 0.5 0 0 0.5 0.5 0 0.5 0 0 0 0.5 0 0.5 0 0 0.5 0.5 0.5 0
 0.5 1 0.6666667 0.3333333 1 0 1 1 0 1 0.5 1 0.5 0.5 0 0.5 0 1 0.3333333 0 0.5 0.3333333 1 1 0.5 0.3333333 1 0.6666667 0.5 0.5 0.5 0 0.3333333 0 0.5 0.3333333 1 1 1 0.5 0.5 0.5 0
 0.5 0 1 0.5 0.5 0 0 0 0 0.5 0.5 0.5 0 0.5 0.5 0 0 0.5 0 0 0.5 0 0.5 0 0.5 0 0 0.5 0.5 0 0 0 0 0 0.5 0 0.5 0 0 0.5 0.5 0.5 0
 1 1 1 1 1 0.1428571 1 1 0.5714286 1 1 1 0.3636364 1 0.5833333 0.75 0.5714286 0.6666667 0.6428571 0.5 0.5 1 1 1 0 1 0.5 1 1 1 1 0.7142857 0.0714286 0.4285714 0 0.4285714 1 0.9230769 0.9285714 1 1 1 0.5
]
