 0 0 0 0.5 0 0 0 0 0.5 0.5 0 0.5 1 1 1 1 1 1 1 1 0.5 1 0.5 1 0.5 1 1 1 0.5 0 0.5 1 1 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0.5 1 0.5 1 0.5 1 0.5 1 0.5 0.5 0.5 0.5 1 1 1 1 0.5 0 0.5 0 0 0.5 0 0 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.1428571 0.2142857 0.07142857 0.1428571 0.1428571 0.2857143 0.1428571 0.2142857 0 0 0.7142857 0 0.5 0 0.5 0.5833333 0.6 0.3333333 0.2857143 0.3333333 0.2857143 0.3 0.5714286 0.25 0.3571429 0.6666667 0.6666667 1 0.2222222 0.3846154 0.5 0.5384615 0.4166667 0.5 0.375 0.6666667 1 1 1 0.3333333 0 0.5 0 0 0 0 0 0.6666667 1 0 1 1
 0.25 0.25 0.08333333 0.08333333 0.25 0.1666667 0.1666667 0.25 0.6666667 0 0.8 0 0 0 0.4166667 0.5 0.6 0.5 0.4166667 0.5 0.3333333 0.4 0.4166667 0.4 0.4166667 0.5555556 0.8333333 1 0.2857143 0.3636364 1 0.5454545 0.4 0.5 0.25 0.3333333 0 0 1 0 0 0.5 0 1 0 0 0 0.6666667 0 0 1 1
 0.2 0.2 0 0.4 0 0.4 0.2 0 0 0.3333333 0 0 0.5 0 0.4 0.4 0.5 0.6 0.4 0.5 0.4 0.4 0.4 0.6 0.6 1 0.75 1 0.5 0.5 0.5 0.5 0.6666667 0.5 0 0.6666667 0 0 1 0 0.5 0.5 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1
 0.1666667 0.25 0.08333333 0.1666667 0.25 0.25 0.1666667 0.1666667 0.3333333 0 0.6666667 0 0 0 0.6666667 0.5 0.4 0.5 0.3333333 0.4 0.3333333 0.375 0.5 0.3 0.25 0.7142857 0.6 1 0.2857143 0.4545455 0.75 0.6363636 0.4 0.5 0.5 0.3333333 0 0 1 0.6666667 0.5 1 0 1 0 0 0 0.5 1 0.5 0.5 1
 0.3571429 0.3571429 0.2857143 0.2142857 0.5 0.5 0.3571429 0.3571429 0 0 0.8571429 0 0.5 0 0.7142857 0.5833333 0.6 0.6666667 0.5 0.5 0.6428571 0.4 0.7142857 0.6666667 0.7142857 0.7777778 0.6666667 1 0.6666667 0.6153846 0.75 0.8461538 0.8333333 1 0.625 0.6666667 1 1 1 0.3333333 0.6666667 0.5 0 1 1 1 1 1 0 0 1 1
 0.1666667 0.3333333 0.1666667 0 0.3333333 0.5 0.3333333 0.3333333 0.5 0 0.8 0 0 0 0.6666667 0.5 0.5 0.6 0.5 0.5 0.3333333 0.3333333 0.5 0.8333333 0.8333333 1 1 1 0.25 0.4 0.3333333 0.8 0.8 1 1 1 0.5 0.5 0.5 0.5 1 0.5 0.5 1 1 1 1 1 0.5 0.5 0.5 0.5
 0.5714286 0.3571429 0.2857143 0.5 0.4285714 0.5 0.4285714 0.4285714 0.3333333 0.6666667 0.7142857 0.5 0.5 0 0.7142857 0.6666667 0.6 0.6666667 0.3571429 0.6666667 0.5 0.6 0.5714286 0.8333333 0.6428571 0.7777778 1 1 0.6666667 0.7692308 0.75 0.6923077 0.5 1 0.5 1 1 1 1 0.3333333 0.3333333 0.5 1 1 1 1 1 0.6666667 1 0 1 1
 0.2 0.4 0.1 0.2 0.3 0.4 0.4 0.5 0.3333333 0 0.6666667 0 0.5 0 0.7 0.6 0.6 0.625 0.6 0.6666667 0.4 0.5 0.5 0.375 0.7 0.8571429 0.8 1 0.6 0.5555556 0.5 0.7777778 0.625 0.5 0.7142857 0.6666667 1 1 1 0.6666667 1 1 1 1 0.5 0.5 0.5 0.6666667 1 1 1 1
 0.4285714 0.1428571 0.2142857 0.2142857 0.2857143 0.5 0.2857143 0.2142857 0.3333333 0.6666667 0.5714286 0.5 0.5 0 0.4285714 0.5833333 0.6 0.5 0.2857143 0.5 0.4285714 0.5 0.5 0.5833333 0.5 0.4444444 1 1 0.1111111 0.5384615 0.75 0.5384615 0.3333333 0.5 0.375 1 1 1 1 0 0 0.5 1 1 0 0 0 0.6666667 0 0 1 1
 0.25 0.3333333 0.08333333 0.25 0.3333333 0.3333333 0.4166667 0.4166667 0 0 0.6666667 0 0.5 0 0.75 0.6 0.4 0.7 0.3333333 0.1666667 0.1666667 0.625 0.4166667 0.5 0.5833333 0.7142857 0.5 1 0.4285714 0.5454545 0.75 0.9090909 0.6 1 0.5 0.6666667 1 1 1 0.5 1 1 1 0 0 0 0 0.5 1 1 1 1
 0.3571429 0.2857143 0.1428571 0.3571429 0.3571429 0.3571429 0.4285714 0.4285714 0.3333333 0.6666667 0.7142857 0.5 0 0 0.6428571 0.5833333 0.4 0.75 0.2857143 0.1666667 0.3571429 0.3 0.5 0.4166667 0.5 0.8888889 1 1 0.5555556 0.6153846 0.5 0.6153846 0.4166667 0.5 0.625 0.6666667 0 0 1 0.3333333 0.6666667 1 1 1 1 1 1 0.6666667 1 1 1 1
 0.2222222 0.2222222 0.1111111 0 0.4444444 0.2222222 0.1111111 0.1111111 0 0 0.6 0 0 0 0.3333333 0.4444444 0 0.2857143 0.2222222 0 0.2222222 0.1428571 0.5555556 0.2857143 0.1111111 0.5 0.25 1 0.5714286 0.375 0.5 0.75 0.5 0.5 0.3333333 1 0.5 0.5 1 0 0.6666667 0 0.5 0 0 0 0 0.6666667 0 1 1 0.5
 0.1666667 0.1666667 0.1666667 0.1666667 0.1666667 0 0.3333333 0.1666667 0.5 0 0.3333333 0 0 0 0.3333333 0.1666667 0.25 0.4 0.3333333 0 0 0.2 0 0.5 0 0.75 0.5 1 0 0 0 0.4 0.5 0.5 0.3333333 0.3333333 0 0 1 0.5 0.5 1 1 1 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0.5 0 0.5 0 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0
 0.4444444 0.2222222 0.1111111 0.2222222 0.5555556 0.6666667 0.2222222 0.3333333 0.5 0.5 1 0.5 0.5 0.5 0.7777778 0.7142857 0.5 0.7142857 0.3333333 0.75 0.3333333 0.4 0.8888889 0.5714286 0.4444444 0.4285714 1 0.5 0.5 0.6666667 1 0.7777778 0.4444444 1 0.5 0.5 0.5 0.5 1 0 0.6666667 0.5 0.5 0.5 0 1 1 0.6666667 0 0 1 0.5
 0.3846154 0.1538462 0.07692308 0.3076923 0.2307692 0.4615385 0.3076923 0.1538462 0.5 1 0.6666667 1 1 0.5 0.6153846 0.6363636 0.5 0.5454545 0.3846154 0.6 0.2307692 0.4444444 0.4615385 0.4545455 0.3846154 0.625 1 1 0.3333333 0.5 0.75 0.7692308 0.5 0.5 0.375 1 1 1 1 0.3333333 0.3333333 0.5 1 1 0 0 0 1 0 0 1 1
 0 0 0 0 0 0.5 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.25 0.25 0.6666667 0.25 0.5 0.25 0.25 0.5 0.5 1 0.5 0 0.25 0.5 0.75 0.25 1 0 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5
 0.1538462 0.2307692 0.07692308 0.1538462 0.1538462 0.3846154 0.1538462 0.1538462 0 0.5 0.5 0 1 0.5 0.4615385 0.4545455 0.5 0.3636364 0.1538462 0.2 0.3076923 0.2222222 0.4615385 0.09090909 0.3846154 0.25 0.6 0.5 0.2222222 0.2307692 0.25 0.5 0.25 0.5 0.25 0.3333333 0 0 1 0 0.6666667 0.5 1 0 0 0 0 0.6666667 0 0 1 1
 0.25 0.3333333 0.1666667 0.08333333 0.3333333 0.5 0.3333333 0.3333333 0 0 0.8333333 0 1 0.5 0.5833333 0.6 0.3333333 0.6 0.1666667 0.2 0.5 0.375 0.6666667 0.4 0.5833333 0.5 0.5 1 0.5555556 0.5 0.75 0.75 0.5 1 0.75 1 1 1 1 0.3333333 1 1 0.5 0 1 1 1 0.6666667 0 1 1 1
 0 0 0 0 0 0 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0.375 0.125 0.125 0.25 0.5 0.375 0.25 1 0.5 0.6666667 0.5 1 0.5 0.625 0.75 1 0.5 0.375 0 0.5 0.2857143 0.625 0.5 0.375 0.6666667 0.6666667 1 0.5 0.625 1 0.75 0.25 0.5 0.5 1 1 1 1 0.3333333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.3333333 0 1 1 1
 0.3333333 0 0 0.6666667 0 0.3333333 0.3333333 0 0 0.5 0.5 0 1 0.5 0.3333333 0.6666667 0.3333333 0.6666667 0.3333333 0 0 0.3333333 0 0.3333333 0.3333333 0 0.6666667 1 0.5 0 0.5 0.6666667 0 0.5 0 0.5 1 1 1 0.5 0.5 0.5 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 1 0 1 0 0 0.5 0.5 0.5 0.5 1 0.5 0 1 1 1 0 0.5 0 0 0 0 1 0.5 1 0.5 0.5 0 0.5 1 0 0.5 0 0 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 1 0 1 0 0 0.5 0.5 0.5 0.5 1 0.5 0 1 1 1 0 0.5 0 0 0 0 1 0.5 1 0.5 0.5 0 0.5 1 0 0.5 0 0 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0.5 0 0 0.5 0 0 0 0 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.6666667 0.6666667 0 0 0.3333333 0.3333333 0.3333333 0.6666667 1 0.5 0.5 0.5 0.5 0.5 0.6666667 1 1 0.3333333 0.6666667 0.5 0.6666667 0.3333333 1 0.5 0.6666667 1 0.5 1 1 0.6666667 0.5 1 0.6666667 0.5 0.6666667 0.5 0.5 0.5 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 1 0 0.5 0.5 1
 0 0.3333333 0 0 0.6666667 0 0 0.3333333 0.5 0.5 1 0.5 0.5 0.5 1 1 0.5 0.5 0.3333333 0 0.6666667 0 1 0 0.3333333 0.3333333 0.5 0.5 0.3333333 0.6666667 1 0.3333333 0 0.5 0.5 0.5 0.5 0.5 1 0 0.5 0 0.5 0.5 0 0 0 0.5 0.5 0 1 0.5
 0 0 0 0 0.5 0.5 0.5 0 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0 0.5 0 0 1 0 0.5 0.5 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 0.5
 0 0 0 0 0 0 1 0 0.5 0 0.5 0.5 0.5 0.5 1 1 0 1 1 0.5 0 0 0 0 0 0.5 0 0.5 0.5 0 0.5 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0.5 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0.5 0 0.5 1 1 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 1 1 0 0 1 0 0 0 0.5 0.5 1 0.5 0.5 0.5 1 1 0.5 1 0 0 0 0.5 1 1 0 1 0.5 0.5 1 1 1 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 1 1 0.5 0.5 0.5 0.5 0.5
 1 1 0 0 1 0 0 0 0.5 0.5 1 0.5 0.5 0.5 1 1 0.5 1 0 0 0 0.5 1 1 0 1 0.5 0.5 0 1 1 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5
 1 1 0 0 1 0 0 0 0.5 0.5 1 0.5 0.5 0.5 1 1 0.5 1 0 0 0 0.5 1 1 0 1 0.5 0.5 0 1 1 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5
 0 0.3333333 0.3333333 0 0.6666667 0 0.3333333 0.3333333 0.5 0.5 1 0.5 0.5 0.5 0.3333333 0.3333333 0.5 0.5 0 0 0.3333333 0.3333333 0.3333333 0.5 0.3333333 0.3333333 0 0.5 0.3333333 0 0.5 0.3333333 0.3333333 0.5 0.6666667 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5
 1 0 0 1 0 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0 1 0.5 0 0 1 0 0 1 0.5 0.5 1 1 0.5 1 1 0.5 1 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5
 0 0 0 0 1 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 1 1 0.5 0.5 1 0.5 1 0 1 0 0 0 0.5 0.5 1 1 0.5 1 0 0.5 0 0.5 0.5 0.5 0.5 0.5 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5
 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0 0.5 0 0 0 0 0 0 0.5 0.5 0 0 0.5 0 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5
 0 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0.5 1 0.5 0 0.5 0 0 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
]
