 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0.4 0.6 0.7142857 0.4 0.4 0.4 0.5555556 0.6666667 0 0.8333333 0 0 0.5 1 0.5 0.6666667 0.7142857 0.8 0.6 1 0.875 1 1 1 0.625 1 1 0 1 0.7777778 1 0.6666667 1 1 0.5 0.5 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 0 0 0.2 0.3333333 0 0.4 0 0 0 0 0.2 0 0 0 0.5 0.4 0.2 0.3333333 0.3333333 0.2 1 0.75 1 1 0.5 0.2 1 1 0.5 0.5 0.25 0 0 0.5 0 1 0.5 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0.5
 0.2 0.5 0.6 0.7142857 0.6 0.5 0.6 0.6666667 0.6666667 0.5 0.6666667 0.5 0 0.5 0.6 0.5 0.7777778 0.8571429 1 0.6 1 0.75 0.5 1 0.6 0.625 1 1 1 0.5 0.7777778 1 0.6666667 1 0.5 0 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
 0 0.1111111 0.5555556 0.5714286 0.3333333 0.4444444 0.3333333 0.2222222 0.6666667 0 0.8333333 0 0 0.3333333 0.8 0.2222222 0.5 0.6666667 0.8 0.3333333 1 0.875 1 1 0.8 0.5714286 1 1 0 1 0.75 0 0.6666667 1 0.5 0.5 1 0 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1
 0 0.2857143 0.5714286 0.5 0.2857143 0.5714286 0.5714286 0.5 0 0.5 0.5 0.5 0 0.2857143 0.6666667 0.1428571 0.3333333 0.5 1 0.7142857 1 0.6 0.5 1 0.75 0.6666667 1 1 1 0.5 0.8333333 0.5 0 1 1 0 0 1 1 1 0.5 1 1 1 1 1 1 1 1 1 0 1 1 1
 0 0.2 0.2 0.3333333 0.2 0.2 0.4 0 0 0 0.25 0.5 0 0.2 0.6666667 0 0.2 0 0.5 0.6 1 0.5 1 1 1 0.25 1 1 1 1 0.5 0.5 0.5 1 1 0.5 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0.5
 0.2 0.5 0.4 0.7142857 0.5 0.6 0.5 0.6666667 0.3333333 0.5 0.5 0.5 0 0.4 0.8 0.4 0.6666667 0.2857143 0.4 0.5 1 0.875 1 1 0.8 0.5 1 1 1 1 0.7777778 1 1 1 1 1 1 0 1 0.5 0.5 0 0 0 0 0 0 1 1 1 0 1 1 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0.125 0.25 0.5714286 0.125 0.25 0.25 0.125 0.6666667 0.5 0.2 0.5 0 0.125 0.25 0.25 0.125 0.4 0.5 0.125 0 0.5 0.5 1 0.6 0.3333333 1 1 1 0.5 0.4285714 0 0.6666667 1 0.5 0 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 1 1
 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0.5 0.5 1 1 0.5 1 1 0.5 1 0 0.5 1 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1
 0 0 0.3333333 0.3333333 0.3333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.6666667 0.3333333 1 1 0 0.5 0.5 0.5 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0
 0 0.2 0.4 0.6 0.2 0 0.2 0.2 0 0 0.3333333 0 0 0 0.5 0.4 0.2 0.25 0 0.2 0 0.4 0 0.3333333 0.5 0.25 1 1 0 0 0.25 1 1 1 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1
 0 0.125 0.625 0.6 0.5 0.625 0.375 0.2857143 0 0 0.8 0.5 0 0.375 0.8 0.375 0.4285714 0.3333333 0.75 0.5 0 0.6666667 0.5 0.6666667 0.75 0.5 1 1 1 1 0.7142857 1 1 0.5 0 0.5 0 1 1 1 0.5 0 1 1 1 1 1 1 1 1 1 1 1 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0.5 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0
 0 0 1 1 1 0 1 0 0.5 0 0.5 0 0.5 1 0.5 0 1 0 0 0 0.5 0 0.5 1 1 0 0.5 0.5 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 1 1 0.5 0 0 0 0.5 0 0.5 0 0.5 0 0.5 0.5 0 0.5 0 0 0.5 0.5 0 0.5 1 0 0.5 1 0 0.5 0.5 0.5 1 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1
 0.1111111 0.2222222 0.3333333 0.6666667 0.3333333 0.3333333 0.3333333 0.125 0.5 0 0.6 0 0.5 0.2222222 0.75 0.2222222 0.25 0.1666667 0.5 0.2222222 0.5 0.5714286 1 0.5 0.75 0.2857143 0.5 1 0 0.5 0.5 0 0.6666667 1 0.5 0.5 1 0 0 0 0.5 1 1 1 1 1 1 1 1 1 0 1 1 1
 0 0 0 1 1 0 0 1 0.5 0.5 1 0.5 0.5 0 1 0 1 0.5 0.5 0 0.5 1 0.5 0.5 0 0 0.5 0.5 0.5 0.5 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0.6666667 0 0 0 0.3333333 1 0.5 0 0.5 0.5 0.3333333 1 0.3333333 0.3333333 1 0.5 0 0.5 0.3333333 0 1 0 0 0.5 1 0.5 0 0.3333333 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1
 0 0 0 0 0 0 1 0 0 0.5 0 0.5 0.5 0 0.5 0 0 0 0 0 0.5 0 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0.5 0 0.5 0.5 1 0.5 0 0.5 0.5 0.5 0.5 0 1 0.5 0.5 0 0 0 0.5 0.5 0.5 0.5 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0 1 0.5 1 0.5 0 0.5 1 1 1 1 0.5 0.5 1 0.5 1 0.5 0.5 1 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1
 0 0 0.5 0.5 0 0.5 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0 0.5 1 1 1 1 1 0.5 1 0.5 1 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1
 0 0 1 0.5 0 1 1 1 0.5 0.5 1 0.5 0.5 1 1 0 1 0 1 1 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0.5 0 0 0 0 0.5 0.5 1 0.5 0.5 1 1 0 0 0 1 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0.5 0 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0 1 0 0 0 1 0.5 0.5 1 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 0.5 0.5
 0 0 0.5 0.5 0 0.5 0 0.5 0.5 0.5 1 0.5 0.5 0 1 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 0.5 0.5
 0 1 0 0.5 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5
 0 1 0 0.5 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5
 0 1 0 0.5 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 1 1 1 1 1 1 0.5 0.5 0.5 0.5
 0 1 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0.5 1 1 1 1 1 0.5 0.5 0.5 0.5
 0 1 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0.5 1 1 1 1 0.5 0.5 0.5 0.5
 0 1 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0 0.5 1 1 1 0.5 0.5 0.5 0.5
 0 0 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0 0 0.5 1 1 0.5 0.5 0.5 0.5
 0 0 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0 0 0 0.5 1 0.5 0.5 0.5 0.5
 0 0 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0.5 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0.5
 0 0 1 0.5 0 1 0 0 0.5 0.5 1 0.5 0.5 0 1 0 0 1 1 1 0.5 1 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5
 0 0 0 0.5 0 0 0 0 0.5 0.5 0 0.5 0.5 0 0 0 0 0 0 0 0.5 0 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5
 0 0 0 1 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0 0.5 1 0 0 0.5 0 0.5 0 0 1 0 0 0.5 1 0.5 0 0 0.5 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1
 0 0 0 0 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0 0.5 0 0 0 0.5 0 0.5 0 0 1 0 0 0.5 1 0.5 0 0 0.5 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5
]
