 0.5714286 0.1428571 0.2857143 0.1428571 0.4285714 0.2857143 0.4 0.4285714 0 0.3333333 0.25 0.6666667 0.5 0.3333333 0.7142857 0.2857143 0.75 0 0.3333333 0 0.5 0.3333333 0.25 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5714286 0.5 0.625 0.125 0.25 0.625 0.8 0.75 0 0.3333333 0.4 0.7142857 0.6666667 0.5 0.8571429 0.375 0.75 0.5 0.3333333 0.5 0.5 0.5 0.25 1 0.5 1 1 0.5 0.5 0.5 0.5 1 0.5 1 0.6666667 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
 0.1428571 0 0.375 0.125 0.5 0.375 0.4 0.5 0 0.3333333 0.25 0.7142857 0.2857143 0.1428571 0.5 0.375 0.75 0 0 0 0.5 0.3333333 0.25 0.5 1 1 1 1 0.5 1 1 0.5 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5
 0.5 0.4444444 0.6666667 0.5555556 0.6666667 0.5555556 0.5 0.6666667 0.3333333 0.4285714 0.6 0.625 0.7142857 0.625 0.625 0.5 1 0.3333333 0.5 0.3333333 0.6666667 0.5714286 0.8 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1
 0.2 0.2 0.2 0.2 0 0.2 0.2 0.4 0 0 0.3333333 0.25 0.25 0.25 0.25 0 0.5 0.3333333 0.3333333 0.3333333 0.3333333 0.25 0 0 0 0.5 0.5 0 0 1 1 1 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1
 1 1 0.6666667 0.3333333 0.3333333 0.6666667 0.6666667 1 0 0.5 1 1 1 0.5 1 0.6666667 0.6666667 0.5 1 0.5 1 0.3333333 0.6666667 1 1 1 1 1 1 1 1 1 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.75 0.5 0.25 0.25 0.5 0.75 0.6666667 0.5 0 0.6666667 1 1 0.6666667 0.6666667 1 0.5 0.6666667 0 0.5 1 1 0.5 0.5 1 1 1 1 1 1 1 1 1 0.5 0 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1
 0.6666667 0.3333333 0.3333333 0 0.6666667 0.6666667 0.6666667 1 0.3333333 0.3333333 0.5 1 1 0.5 1 0.6666667 0.6666667 0.5 0 0.5 0.6666667 0.3333333 0.6666667 1 1 1 0.5 1 0.5 1 1 1 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 1 1
 0.3333333 0 0 0 0.3333333 0.3333333 0.6666667 0.6666667 0 0 0.5 0.6666667 0.5 0.5 0.5 0.3333333 0.6666667 0 0 0.3333333 0.5 0.6666667 0.3333333 1 1 1 1 1 0.5 1 1 1 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 1 1
 0.5714286 0.4285714 0.4285714 0.2857143 0.5714286 0.4285714 0.8 0.5714286 0.1428571 0.5 0.5 0.8333333 0.6666667 0.5 0.6666667 0.4285714 0.75 0.6666667 0.5 0.6666667 0.3333333 0.5 0.8 0.5 1 1 1 1 0.3333333 1 1 0.6666667 0.5 1 1 1 0 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0 1 1 1
 0.4 0.4 0.8 0.4 0.6 0.6 0.75 0.6 0 0.25 0.6666667 0.75 0.75 0.75 0.75 0.2 1 0.3333333 0.5 0.3333333 0.6666667 0.2 0.5 1 1 1 1 1 1 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1
 0 0 0.5 0 0.5 0.5 1 0 0 0.5 0 0.5 0 0 0.5 0.5 1 0 0 0 0 0.5 0 0.5 1 1 1 1 1 1 1 1 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0.5 0 0 1 0 0 0 0 0 0 0 0.5 1 1 1 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 0.6666667 1 0.3333333 1 1 0.3333333 0 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0
 0 0 0 0 0 0 0.5 0.3333333 0 0 0 0.3333333 0 0 0 0 0.5 0 0 0.5 0 0 0 0 0 0.3333333 0.5 1 0.3333333 1 1 0.6666667 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 1 1
 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0.5 0 0 1 0 0 0 0 0 0 0 0 0 0 0.5 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0.3333333 0 0 0.6666667 0.5 0.3333333 0 0.3333333 0.5 0.6666667 0 0.5 0.5 0 1 0 0 0.5 0.5 0.6666667 0 0 0 0.6666667 0.6666667 0 0.5 1 1 1 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1
 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0.3333333 0 0.3333333 0 0 0.5 0 0 0 0 0 0 0.3333333 0 0 0 0.6666667 0.3333333 0 0 0 0 0.5 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 1
 0.5 0.5 0.5 0.5 0 0 0.5 1 0 0 1 1 1 0.5 1 0 0.5 1 0.5 1 0 0.5 0 0.5 0.5 1 1 0.5 0 0.5 0.5 1 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 1 1 1
 1 1 1 1 0 0 0 1 0 0.5 0.5 0.5 1 0 1 0 0 1 1 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.3333333 0 0 0.3333333 0.3333333 0 0 0 0 0 0 0.3333333 0 0.3333333 0 0 0 0.5 0 0 0 0 0 0 0.5 1 0.5 0.5 0 0.5 0.5 0 0 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0
 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0.5 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 1 0 1 1 1 1 0 1 0.5 1 0 0 0 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 1 0 1 1 1 1 0 1 0.5 1 0 0 0 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 1 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 1 0 1 1 1 1 0 1 0.5 1 0 0 0 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 1 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 1 1 0 0 0 0 0.5 1 0 0 0 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 0 0 0 0 0.5 1 0 0 0 0 0.5 0.5 0.5 0.5 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
 0.5 0 1 0 1 1 0.5 1 0 0.5 0.5 1 0.5 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1 1 1 0.5 0.5 0.5 0.5
 0.5 0 0 0 1 1 0.5 1 0 0.5 0.5 1 0.5 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 1 1 1 1 0.5 0.5 0.5 0.5
 0.5 0 0 0 1 1 0.5 1 0 0.5 0.5 1 0.5 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 1 1 1 0.5 0.5 0.5 0.5
 0.5 0 0 0 1 1 0.5 1 0 0.5 0.5 1 0.5 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0.5 1 1 0.5 0.5 0.5 0.5
 0.5 0 0 0 1 0 0.5 1 0 0.5 0.5 1 0.5 0 0 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0.5 1 0.5 0.5 0.5 0.5
 0.5 0 0 0 1 0 0.5 1 0 0.5 0.5 0 0.5 0 0 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0 0 0.5 0.5 0.5 0.5 0.5
 0 0 0 0 0 0 1 1 0 0 1 1 0.5 1 0.5 0 0 0.5 0 1 1 1 0 0.5 0.5 1 1 0.5 0 0.5 0.5 1 1 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 1 1 1
 0 0 0 0 0 0 0 1 0 0 0 1 0.5 0 0.5 0 0 0.5 0 1 0 0 0 0.5 0.5 1 0 0.5 0 0.5 0.5 1 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 1 1
 0 0 0 0 0 0 0 1 0 0 0 0 0.5 0 0.5 0 0 0.5 0 0 0 0 0 0.5 0.5 1 0 0.5 0 0.5 0.5 1 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.5 1
 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0.5 0 0 0.5 0 0 0 0 0 0.5 0.5 1 0 0.5 0 0.5 0.5 0 0 0.5 1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0 0.5
]
